date,gross_return,turnover,cost,return,exposure,nav
2006-02-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-30,0.0,0.0,0.0,0.0,0.0,1.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-23,0.013856425791939577,1.0,0.001,0.012856425791939578,1.0,1.0128564257919397
2006-10-24,0.0009948544079315224,0.0,0.0,0.0009948544079315224,1.0,1.0138640704717405
2006-10-25,-0.009917053287424982,0.0,0.0,-0.009917053287424982,1.0,1.0038095264586666
2006-10-26,0.010155055136754276,0.0,0.0,0.010155055136754276,1.0,1.0140032675466535
2006-10-27,-0.00905416874211318,0.0,0.0,-0.00905416874211318,1.0,1.004822310857232
2006-10-30,0.001813881982883991,0.8,0.0008,0.001013881982883991,1.0,1.00584108209421
2006-10-31,0.0008133753188148685,0.0,0.0,0.0008133753188148685,1.0,1.0066592084050356
2006-11-01,-0.0042361858025356195,0.0,0.0,-0.0042361858025356195,1.0,1.0023948129583986
2006-11-02,0.0007090453550845587,0.0,0.0,0.0007090453550845587,1.0,1.0031055563444877
2006-11-03,-0.002264041179575238,0.0,0.0,-0.002264041179575238,1.0,1.000834484057463
2006-11-06,0.009638272887342559,1.2000000000000002,0.0012000000000000001,0.008438272887342559,1.0,1.0092797985490027
2006-11-07,0.001143382674534066,0.0,0.0,0.001143382674534066,1.0,1.010433791584421
2006-11-08,0.0020536091318126724,0.0,0.0,0.0020536091318126724,1.0,1.0125088276459109
2006-11-09,-0.0011504706569736235,0.0,0.0,-0.0011504706569736235,1.0,1.0113439659497776
2006-11-10,0.005889305863539019,0.0,0.0,0.005889305863539019,1.0,1.0173000798985004
2006-11-13,0.0032330597661228704,0.4,0.0004,0.00283305976612287,1.0,1.0201821518249343
2006-11-14,0.006918300707778724,0.0,0.0,0.006918300707778724,1.0,1.0272400787279679
2006-11-15,-0.0022422638082226997,0.0,0.0,-0.0022422638082226997,1.0,1.0249367354770804
2006-11-16,-0.0006153212524632857,0.0,0.0,-0.0006153212524632857,1.0,1.024306070121311
2006-11-17,0.0009262654360315818,0.0,0.0,0.0009262654360315818,1.0,1.0252548494299816
2006-11-20,-0.0017228278913762338,1.2000000000000002,0.0012000000000000001,-0.002922827891376234,1.0,1.022258205960299
2006-11-21,-0.0051226779041039,0.0,0.0,-0.0051226779041039,1.0,1.0170215064363373
2006-11-22,0.008868669134145657,0.0,0.0,0.008868669134145657,1.0,1.0260411336792317
2006-11-24,-0.002063941209803377,0.0,0.0,-0.002063941209803377,1.0,1.0239234451004777
2006-11-27,-0.024121091314772317,0.8,0.0008,-0.024921091314772315,1.0,0.9984061554257925
2006-11-28,-0.0018754786963815604,0.0,0.0,-0.0018754786963815604,1.0,0.9965336659509552
2006-11-29,0.02330620194882842,0.0,0.0,0.02330620194882842,1.0,1.0197590808184145
2006-11-30,0.004674861341750658,0.0,0.0,0.004674861341750658,1.0,1.0245263131232316
2006-12-01,-0.011890450175784783,0.0,0.0,-0.011890450175784783,1.0,1.0123442340432594
2006-12-04,0.0211543832177834,0.8,0.0008,0.020354383217783403,1.0,1.0329498765312894
2006-12-05,0.0027875126504902205,0.0,0.0,0.0027875126504902205,1.0,1.0358292373794427
2006-12-06,-0.00567692581617616,0.0,0.0,-0.00567692581617616,1.0,1.0299489116406133
2006-12-07,-0.001398825359148237,0.0,0.0,-0.001398825359148237,1.0,1.0285081929843833
2006-12-08,-0.0016866463373145454,0.0,0.0,-0.0016866463373145454,1.0,1.0267734634077883
2006-12-11,0.00054308116843167,1.2000000000000002,0.0012000000000000001,-0.0006569188315683301,1.0,1.0260989565839211
2006-12-12,-0.02378831277838942,0.0,0.0,-0.02378831277838942,1.0,1.0016897936631237
2006-12-13,0.005573688987468263,0.0,0.0,0.005573688987468263,1.0,1.0072729010349233
2006-12-14,0.013012634058259986,0.0,0.0,0.013012634058259986,1.0,1.0203801746928927
2006-12-15,-0.0001994962502779086,0.0,0.0,-0.0001994962502779086,1.0,1.0201766126741836
2006-12-18,-0.01694841497335382,1.2000000000000002,0.0012000000000000001,-0.01814841497335382,1.0,1.001662024161262
2006-12-19,0.008405514309998297,0.0,0.0,0.008405514309998297,1.0,1.0100815086391313
2006-12-20,0.014416486944785388,0.0,0.0,0.014416486944785388,1.0,1.0246433355215965
2006-12-21,-0.01324220197378403,0.0,0.0,-0.01324220197378403,1.0,1.0110748015215278
2006-12-22,-0.0035904439544259597,0.0,0.0,-0.0035904439544259597,1.0,1.0074445941129324
2006-12-26,0.005438276558487344,0.8,0.0008,0.004638276558487343,1.0,1.0121174007577813
2006-12-27,0.005759982367589567,0.0,0.0,0.005759982367589567,1.0,1.0179471791400767
2006-12-28,-0.0071078299855917865,0.0,0.0,-0.0071078299855917865,1.0,1.0107117836564363
2006-12-29,0.0063797144227866,0.0,0.0,0.0063797144227866,1.0,1.0171598361999097
2007-01-03,0.021625882263350805,0.8,0.0008,0.020825882263350807,1.0,1.0383430871916184
2007-01-04,0.004339280081468,0.0,0.0,0.004339280081468,1.0,1.042848748667599
2007-01-05,0.005734366306281324,0.0,0.0,0.005734366306281324,1.0,1.048828825394506
2007-01-08,0.009609465981595424,0.4,0.0004,0.009209465981595425,1.0,1.0584879787824932
2007-01-09,0.011712762995191996,0.0,0.0,0.011712762995191996,1.0,1.0708857976112325
2007-01-10,0.0027049220327384662,0.0,0.0,0.0027049220327384662,1.0,1.0737824601997377
2007-01-11,-0.002054698630193475,0.0,0.0,-0.002054698630193475,1.0,1.0715761608496395
2007-01-12,0.0008585601920968688,0.0,0.0,0.0008585601920968688,1.0,1.0724961734841452
2007-01-16,-0.008395368089450118,0.8,0.0008,-0.009195368089450118,1.0,1.0626341763944318
2007-01-17,-0.015819275612268324,0.0,0.0,-0.015819275612268324,1.0,1.0458240734830324
2007-01-18,-0.005843360006480115,0.0,0.0,-0.005843360006480115,1.0,1.0397129469182276
2007-01-19,0.002142779530106975,0.0,0.0,0.002142779530106975,1.0,1.041940822538071
2007-01-22,-0.0016094630615414163,1.6,0.0016,-0.003209463061541416,1.0,1.038596751955823
2007-01-23,0.007115608235162641,0.0,0.0,0.007115608235162641,1.0,1.045986999557053
2007-01-24,0.009360212008497994,0.0,0.0,0.009360212008497994,1.0,1.0557776596310395
2007-01-25,-0.0166599668046737,0.0,0.0,-0.0166599668046737,1.0,1.0381884388684703
2007-01-26,-0.002160823142961488,0.0,0.0,-0.002160823142961488,1.0,1.0359450972630082
2007-01-29,0.0031140698930084195,1.2000000000000002,0.0012000000000000001,0.0019140698930084194,1.0,1.037927968584489
2007-01-30,0.006176599916488024,0.0,0.0,0.006176599916488024,1.0,1.0443388343885687
2007-01-31,-7.769701304387528e-05,0.0,0.0,-7.769701304387528e-05,1.0,1.044257692380531
2007-02-01,-0.0020450103617198913,0.0,0.0,-0.0020450103617198913,1.0,1.042122174579307
2007-02-02,0.004307957409726804,0.0,0.0,0.004307957409726804,1.0,1.0466115925231265
2007-02-05,0.004247452023371735,1.6,0.0016,0.002647452023371735,1.0,1.049382446501436
2007-02-06,0.0012176574251583582,0.0,0.0,0.0012176574251583582,1.0,1.0506602348292493
2007-02-07,0.004659082013270722,0.0,0.0,0.004659082013270722,1.0,1.0555553470314012
2007-02-08,0.006337930419671988,0.0,0.0,0.006337930419671988,1.0,1.062245383374999
2007-02-09,-0.03355034071143883,0.0,0.0,-0.03355034071143883,1.0,1.0266066888436147
2007-02-12,0.0015377796126414102,1.6,0.0016,-6.222038735858985e-05,1.0,1.02654281297777
2007-02-13,0.009608846084279433,0.0,0.0,0.009608846084279433,1.0,1.0364067048665966
2007-02-14,0.02983217208701898,0.0,0.0,0.02983217208701898,1.0,1.0673249680383172
2007-02-15,0.004408601799559308,0.0,0.0,0.004408601799559308,1.0,1.0720303788131256
2007-02-16,-0.0005234487711981206,0.0,0.0,-0.0005234487711981206,1.0,1.0714692258286487
2007-02-20,0.006488264828622636,1.2,0.0012,0.005288264828622637,1.0,1.0771354388505499
2007-02-21,0.0030356485315749426,0.0,0.0,0.0030356485315749426,1.0,1.0804052434638038
2007-02-22,-0.008742379780331122,0.0,0.0,-0.008742379780331122,1.0,1.0709599305087822
2007-02-23,-0.0050192014031370975,0.0,0.0,-0.0050192014031370975,1.0,1.065584566922869
2007-02-26,-0.015329019423260015,1.2000000000000002,0.0012000000000000001,-0.016529019423260016,1.0,1.0479714989190747
2007-02-27,-0.04586517244601336,0.0,0.0,-0.04586517244601336,1.0,0.9999061054026442
2007-02-28,0.01723794789376174,0.0,0.0,0.01723794789376174,1.0,1.0171424347462292
2007-03-01,0.013911122533648235,0.0,0.0,0.013911122533648235,1.0,1.0312920277901574
2007-03-02,-0.0060324759400952836,0.0,0.0,-0.0060324759400952836,1.0,1.0250707834453012
2007-03-05,0.0,1.0,0.001,-0.001,0.0,1.0240457126618558
2007-03-06,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-07,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-08,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-09,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-12,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-13,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-14,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-15,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-16,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-19,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-20,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-21,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-22,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-23,0.0,0.0,0.0,0.0,0.0,1.0240457126618558
2007-03-26,0.011052416398797772,1.0,0.001,0.01005241639879777,1.0,1.0343398465769365
2007-03-27,-0.007521868949582377,0.0,0.0,-0.007521868949582377,1.0,1.0265596778016535
2007-03-28,-0.016179316198807858,0.0,0.0,-0.016179316198807858,1.0,1.009950644177554
2007-03-29,0.00450105896116606,0.0,0.0,0.00450105896116606,1.0,1.0144964915748649
2007-03-30,0.0012822403802592811,0.0,0.0,0.0012822403802592811,1.0,1.0157973199419936
2007-04-02,0.0,1.0,0.001,-0.001,0.0,1.0147815226220516
2007-04-03,0.0,0.0,0.0,0.0,0.0,1.0147815226220516
2007-04-04,0.0,0.0,0.0,0.0,0.0,1.0147815226220516
2007-04-05,0.0,0.0,0.0,0.0,0.0,1.0147815226220516
2007-04-09,-0.004141896772679777,1.0,0.001,-0.005141896772679777,1.0,1.0095636207859062
2007-04-10,0.009239795119270445,0.0,0.0,0.009239795119270445,1.0,1.0188917818018368
2007-04-11,-0.013564372886238043,0.0,0.0,-0.013564372886238043,1.0,1.0050711537427532
2007-04-12,0.00863089396638075,0.0,0.0,0.00863089396638075,1.0,1.013745816299375
2007-04-13,-0.006273809660323426,0.0,0.0,-0.006273809660323426,1.0,1.0073857680039637
2007-04-16,0.005881409850799369,0.8,0.0008,0.005081409850799369,1.0,1.0125047079690541
2007-04-17,0.0005059363494270167,0.0,0.0,0.0005059363494270167,1.0,1.0130169709047818
2007-04-18,-0.016016638970656683,0.0,0.0,-0.016016638970656683,1.0,0.9967918438106518
2007-04-19,-0.007531478031416761,0.0,0.0,-0.007531478031416761,1.0,0.9892845279370964
2007-04-20,0.0036326389978132536,0.0,0.0,0.0036326389978132536,1.0,0.9928782414932139
2007-04-23,0.0055009401265254665,1.2000000000000002,0.0012000000000000001,0.004300940126525467,1.0,0.9971485513628061
2007-04-24,-0.013374293119724446,0.0,0.0,-0.013374293119724446,1.0,0.9838123943529713
2007-04-25,-0.003646440673906692,0.0,0.0,-0.003646440673906692,1.0,0.980224980822709
2007-04-26,0.00042882593567079657,0.0,0.0,0.00042882593567079657,1.0,0.9806453267172782
2007-04-27,-0.004167310356052534,0.0,0.0,-0.004167310356052534,1.0,0.9765586732916348
2007-04-30,-0.013403295414016282,1.6,0.0016,-0.015003295414016283,1.0,0.9619070750271207
2007-05-01,-0.009675874743924307,0.0,0.0,-0.009675874743924307,1.0,0.9525997826538637
2007-05-02,0.013101202952077397,0.0,0.0,0.013101202952077397,1.0,0.9650799857385167
2007-05-03,0.008421816729514253,0.0,0.0,0.008421816729514253,1.0,0.9732077125077288
2007-05-04,0.0004384035583180346,0.0,0.0,0.0004384035583180346,1.0,0.9736343702318747
2007-05-07,0.010074427787560849,0.8,0.0008,0.009274427787560848,1.0,0.9826642718900777
2007-05-08,-0.0048866303908467815,0.0,0.0,-0.0048866303908467815,1.0,0.9778623547950602
2007-05-09,0.009444477086631963,0.0,0.0,0.009444477086631963,1.0,0.9870977533988021
2007-05-10,-0.017059361008330786,0.0,0.0,-0.017059361008330786,1.0,0.9702584964730596
2007-05-11,0.007001646460532118,0.0,0.0,0.007001646460532118,1.0,0.9770519034406914
2007-05-14,-0.0017999231603943013,0.4,0.0004,-0.0021999231603943015,1.0,0.9749024643294049
2007-05-15,-0.004044383819557319,0.0,0.0,-0.004044383819557319,1.0,0.9709595845770245
2007-05-16,0.010555489047991418,0.0,0.0,0.010555489047991418,1.0,0.9812085378380696
2007-05-17,-0.004712045345724003,0.0,0.0,-0.004712045345724003,1.0,0.976585038714165
2007-05-18,0.01081082427280695,0.0,0.0,0.01081082427280695,1.0,0.9871427279551561
2007-05-21,0.002086416750967279,0.8,0.0008,0.0012864167509672791,1.0,0.988412604895993
2007-05-22,-0.008791633191468097,0.0,0.0,-0.008791633191468097,1.0,0.979722843831924
2007-05-23,-0.0024508780781293594,0.0,0.0,-0.0024508780781293594,1.0,0.9773216625913338
2007-05-24,-0.018638818345671205,0.0,0.0,-0.018638818345671205,1.0,0.9591055416570046
2007-05-25,0.006315503630555908,0.0,0.0,0.006315503630555908,1.0,0.9651627761874257
2007-05-29,0.003855468966611797,1.2000000000000002,0.0012000000000000001,0.002655468966611797,1.0,0.9677257359873204
2007-05-30,0.007519629769677528,0.0,0.0,0.007519629769677528,1.0,0.9750026752405337
2007-05-31,0.004352323885182386,0.0,0.0,0.004352323885182386,1.0,0.9792462026720998
2007-06-01,0.007538586212563026,0.0,0.0,0.007538586212563026,1.0,0.9866283345942684
2007-06-04,0.006835891047295473,1.2000000000000002,0.0012000000000000001,0.005635891047295474,1.0,0.9921888643922163
2007-06-05,0.010510313895153113,0.0,0.0,0.010510313895153113,1.0,1.0026170808002541
2007-06-06,-0.02734452346773386,0.0,0.0,-0.02734452346773386,1.0,0.9752009945051607
2007-06-07,-0.019154401683035484,0.0,0.0,-0.019154401683035484,1.0,0.9565216029347132
2007-06-08,0.007137481956533454,0.0,0.0,0.007137481956533454,1.0,0.9633487586166942
2007-06-11,0.001735803270734948,1.6,0.0016,0.000135803270734948,1.0,0.9634795845289729
2007-06-12,-0.005275281830548595,0.0,0.0,-0.005275281830548595,1.0,0.9583969581826026
2007-06-13,0.014812803161409916,0.0,0.0,0.014812803161409916,1.0,0.9725935036746555
2007-06-14,0.012326108546705352,0.0,0.0,0.012326108546705352,1.0,0.9845817967727698
2007-06-15,-0.0008802358559159456,0.0,0.0,-0.0008802358559159456,1.0,0.9837151325721684
2007-06-18,-0.004610444599678609,1.2000000000000002,0.0012000000000000001,-0.0058104445996786085,1.0,0.9779993102924923
